Mr           Mp           Yp1          Yp2          Yp3          Yp4          stagecut    
0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.000000000000 0.494477937774
2.022269569564 2.676009475022 0.000000000000 0.000000865273 0.000000000000 -0.000000926285 0.494461948598
2.022269631050 2.676009536508 0.000000000000 0.000001730045 0.000000000000 -0.000001852543 0.494445964048
2.022269693009 2.676009598466 0.000000000000 0.000002594317 0.000000000000 -0.000002778774 0.494429984124
2.022269755440 2.676009660898 0.000000000000 0.000003458090 0.000000000000 -0.000003704978 0.494414008823
2.022269818345 2.676009723803 0.000000000000 0.000004321363 0.000000000000 -0.000004631156 0.494398038142
2.022269881722 2.676009787180 0.000000000000 0.000005184137 0.000000000000 -0.000005557307 0.494382072080
2.022269945572 2.676009851030 0.000000000000 0.000006046412 0.000000000000 -0.000006483431 0.494366110633
2.022270009894 2.676009915351 0.000000000000 0.000006908188 0.000000000000 -0.000007409529 0.494350153800
2.022270074688 2.676009980145 0.000000000000 0.000007769465 0.000000000000 -0.000008335600 0.494334201579
2.022270139953 2.676010045411 0.000000000000 0.000008630243 0.000000000000 -0.000009261644 0.494318253967
2.022270205691 2.676010111149 0.000000000000 0.000009490523 0.000000000000 -0.000010187662 0.494302310962
2.022270271900 2.676010177358 0.000000000000 0.000010350305 0.000000000000 -0.000011113653 0.494286372562
2.022270338580 2.676010244038 0.000000000000 0.000011209590 0.000000000000 -0.000012039617 0.494270438764
2.022270405731 2.676010311189 0.000000000000 0.000012068376 0.000000000000 -0.000012965555 0.494254509567
2.022270473354 2.676010378811 0.000000000000 0.000012926665 0.000000000000 -0.000013891466 0.494238584969
2.022270541447 2.676010446904 0.000000000000 0.000013784456 0.000000000000 -0.000014817351 0.494222664966
2.022270610010 2.676010515468 0.000000000000 0.000014641750 0.000000000000 -0.000015743208 0.494206749558
2.022270679044 2.676010584502 0.000000000000 0.000015498548 0.000000000000 -0.000016669040 0.494190838742
2.022270748548 2.676010654006 0.000000000000 0.000016354848 0.000000000000 -0.000017594845 0.494174932515
2.022270818523 2.676010723980 0.000000000000 0.000017210652 0.000000000000 -0.000018520623 0.494159030877
2.022270888967 2.676010794425 0.000000000000 0.000018065960 0.000000000000 -0.000019446374 0.494143133824
2.022270959880 2.676010865338 0.000000000000 0.000018920771 0.000000000000 -0.000020372099 0.494127241355
2.022271031264 2.676010936721 0.000000000000 0.000019775086 0.000000000000 -0.000021297798 0.494111353467
2.022271103116 2.676011008574 0.000000000000 0.000020628906 0.000000000000 -0.000022223470 0.494095470160
2.022271175438 2.676011080896 0.000000000000 0.000021482230 0.000000000000 -0.000023149115 0.494079591429
2.022271248228 2.676011153686 0.000000000000 0.000022335058 0.000000000000 -0.000024074734 0.494063717275
2.022271321488 2.676011226946 0.000000000000 0.000023187392 0.000000000000 -0.000025000327 0.494047847694
2.022271395216 2.676011300673 0.000000000000 0.000024039230 0.000000000000 -0.000025925893 0.494031982684
2.022271469412 2.676011374870 0.000000000000 0.000024890573 0.000000000000 -0.000026851433 0.494016122244
2.022271544077 2.676011449534 0.000000000000 0.000025741421 0.000000000000 -0.000027776946 0.494000266372
2.022271619209 2.676011524667 0.000000000000 0.000026591775 0.000000000000 -0.000028702432 0.493984415066
2.022271694810 2.676011600268 0.000000000000 0.000027441635 0.000000000000 -0.000029627893 0.493968568324
2.022271770878 2.676011676336 0.000000000000 0.000028291000 0.000000000000 -0.000030553326 0.493952726143
2.022271847414 2.676011752872 0.000000000000 0.000029139872 0.000000000000 -0.000031478734 0.493936888523
2.022271924418 2.676011829875 0.000000000000 0.000029988249 0.000000000000 -0.000032404115 0.493921055460
2.022272001888 2.676011907346 0.000000000000 0.000030836133 0.000000000000 -0.000033329469 0.493905226954
2.022272079826 2.676011985284 0.000000000000 0.000031683524 0.000000000000 -0.000034254798 0.493889403002
